id_aluno,idade,curso,turno,modalidade,cidade,renda_familiar,horas_estudo_semana,frequencia_percentual,nota_anterior,acessos_ava_mes,atividades_entregues_percentual,horas_sono,distancia_km,internet_estavel,trabalha,recebeu_monitoria,satisfacao_curso,nota_final,aprovado,risco_evasao
AL03613,16,Eletromecânica,Matutino,Presencial,Brusque,3591,9,91.4,4.7,48,83.1,8.7,10.7,Sim,Não,Não,9,7,Sim,Não
AL03614,46,Automação Industrial,Matutino,Presencial,Blumenau,2059,4.4,81.6,7.6,28,86.7,7.1,8,Sim,Sim,Não,7,8.7,Sim,Não
AL03615,19,Eletromecânica,Noturno,Presencial,Indaial,2898,12,81.4,5.2,22,74,7.1,4.2,Sim,Não,Sim,6,6.4,Sim,Não
AL03616,17,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,2450,4.4,85.9,8.3,40,65.3,8,9.3,Sim,Sim,Sim,5,6,Sim,Sim
AL03617,23,Administração,Matutino,Presencial,Gaspar,1621,13.5,82,5.5,36,88,6.4,7.2,Sim,Sim,Não,4,7.9,Sim,Sim
AL03618,16,Automação Industrial,Matutino,Presencial,Indaial,5642,4.6,82.4,6.2,22,94.9,7.9,15.7,Sim,Não,Não,5,6.6,Sim,Sim
AL03619,30,Eletromecânica,Noturno,Presencial,Gaspar,10218,5.2,89.8,6.7,39,73.7,6.3,4.4,Sim,Sim,Não,6,6.1,Sim,Não
AL03620,21,Eletromecânica,Matutino,Híbrido,Timbó,3163,10.6,63.1,5.5,26,68.2,6,13.8,Sim,Não,Não,6,3.8,Não,Não
AL03621,37,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,1220,5.4,63.1,5.5,24,97.5,6.8,11.3,Não,Sim,Não,9,6.9,Não,Não
AL03622,27,Automação Industrial,Noturno,Presencial,Blumenau,3083,11.3,87.7,6.1,45,86.9,8.9,13.7,Não,Não,Sim,,6.7,Sim,Não
AL03623,24,Eletromecânica,Matutino,Presencial,Indaial,8084,4.6,82.2,5.6,21,75.1,6.1,1.7,Sim,Não,Não,10,5.6,Não,Não
AL03624,16,Administração,Noturno,Presencial,Brusque,3185,0.3,100,8.2,34,60.6,5.9,2.4,Sim,Não,Sim,8,6.4,Sim,Não
AL03625,18,Administração,Matutino,Presencial,Gaspar,4631,4.9,80.1,6.5,12,74.6,6.5,3.3,Sim,Sim,Não,8,5.9,Não,Não
AL03626,18,Administração,Noturno,Presencial,Blumenau,4050,9.6,83.5,6.8,59,82.2,6.8,7.9,Sim,Não,Não,6,6.4,Sim,Não
AL03627,19,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,2008,8.1,92,6.6,31,100,8.4,7,Não,Não,Não,8,7.1,Sim,Não
AL03628,31,Administração,Matutino,Híbrido,Brusque,1998,8.7,93.1,6.5,28,91.1,7.8,4.3,Não,Sim,Não,4,7,Sim,Não
AL03629,33,Automação Industrial,Noturno,Presencial,Timbó,4200,4.9,88.3,6.1,31,91.7,4.6,7,Sim,Sim,Não,9,6.3,Sim,Sim
AL03630,20,Eletromecânica,Matutino,Presencial,Gaspar,2541,6.8,83,6.4,27,89.6,6.8,3.2,Sim,Sim,Não,5,6,Sim,Sim
AL03631,18,Administração,Matutino,Híbrido,Pomerode,1397,0,99.9,5.6,27,74.2,8.6,3.3,Sim,Sim,Não,8,7,Sim,Não
AL03632,25,Automação Industrial,Noturno,Presencial,Pomerode,900,8.1,75.3,6.4,38,90.9,6.8,12.1,Não,Sim,Sim,2,6,Sim,Sim
AL03633,24,Desenvolvimento de Sistemas,Noturno,Híbrido,Gaspar,1858,8.9,77.9,5.2,23,100,8.4,16.7,Sim,Não,Não,7,5.9,Não,Não
AL03634,26,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,905,6.4,71.8,9,24,88.2,4.8,6.6,Sim,Sim,Sim,10,7.8,Não,Não
AL03635,26,Administração,Matutino,Presencial,Blumenau,2617,8.5,87.6,6.2,20,83.5,6.3,8.1,Sim,Sim,Não,7,5.7,Não,Não
AL03636,29,Administração,Matutino,Presencial,Pomerode,1958,11.9,82.1,7.9,49,79.4,7.2,23.4,Sim,Não,Não,6,7.5,Sim,Não
AL03637,21,Administração,Matutino,Presencial,Pomerode,2068,11.2,82.8,9.4,49,68.1,6.8,6.1,Não,Não,Não,7,6.6,Sim,Não
AL03638,38,Eletromecânica,Noturno,Presencial,Brusque,1530,5.7,88,6,27,59.2,6.7,13.8,Sim,Sim,Sim,7,6.3,Sim,Sim
AL03639,32,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,1718,12.4,87.6,7,23,69.9,7.8,4.5,Sim,Sim,Sim,9,7.5,Sim,Não
AL03640,28,Automação Industrial,Noturno,Presencial,Pomerode,2143,2.9,91.2,7.1,34,63.1,8.4,7.7,Não,Sim,Não,7,4.8,Não,Não
AL03641,31,Administração,Matutino,Híbrido,Indaial,1980,12.7,82.2,5.7,42,84.7,7.6,4.2,Sim,Sim,Não,9,5.8,Não,Não
AL03642,25,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,2767,13.2,80.8,5.5,42,100,8.7,4.9,Sim,Não,Não,8,7.2,Sim,Não
AL03643,31,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,1799,13.9,75.5,6.4,58,95.7,7.7,9.6,Sim,Sim,Não,5,6.6,Sim,Não
AL03644,42,Administração,Noturno,Híbrido,Gaspar,3311,9.8,86.3,5.9,37,92.6,5.6,4.9,Sim,Sim,Não,5,7.3,Sim,Sim
AL03645,22,Eletromecânica,Noturno,Presencial,Indaial,7805,6.5,85.3,8.6,47,64.9,5.6,6.3,Sim,Sim,Não,6,7.9,Sim,Sim
AL03646,23,Automação Industrial,Noturno,Híbrido,Blumenau,2237,7.7,91.7,7.7,38,100,8.4,7.9,Sim,Sim,Não,6,8.2,Sim,Sim
AL03647,29,Administração,Noturno,Presencial,Blumenau,2500,9.2,94.7,8.2,48,76.1,6.7,6.4,Não,Não,Sim,6,8,Sim,Sim
AL03648,16,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2153,3.5,91.6,7.7,35,60.4,7.2,13.6,Não,Sim,Não,4,5.9,Não,Sim
AL03649,31,Automação Industrial,Noturno,Presencial,Blumenau,2182,9.5,85.9,5.4,28,83.8,8.1,6.7,Sim,Sim,Não,5,5.2,Não,Sim
AL03650,40,Administração,Matutino,Presencial,Timbó,2974,5.6,80.3,6.4,35,94.1,8.1,3.5,Sim,Sim,Sim,5,6.1,Sim,Sim
AL03651,38,Eletromecânica,Noturno,Presencial,Indaial,2747,2.4,62.3,5.4,36,84.2,5.2,4.8,Sim,Sim,Sim,7,5.9,Não,Não
AL03652,34,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2543,7.8,85.1,6.7,24,100,7.3,6,Sim,Não,Sim,7,8.5,Sim,Não
AL03653,29,Automação Industrial,Noturno,Híbrido,Pomerode,3842,8.8,87,4.7,35,100,7.6,16.2,Sim,Sim,Não,10,6.4,Sim,Não
AL03654,21,Automação Industrial,Noturno,Híbrido,Blumenau,3533,9.5,71.7,6.6,47,95.6,5.3,9.9,Sim,Não,Não,7,6,Não,Não
AL03655,17,Eletromecânica,Noturno,Presencial,Blumenau,3218,1.2,95.6,4.6,0,81.9,6.4,10.6,Não,Não,Não,8,4.1,Não,Sim
AL03656,42,Eletromecânica,Matutino,Presencial,Indaial,2991,8.5,81.2,7.2,36,54.6,7.2,1.4,Sim,Sim,Não,10,6.5,Sim,Sim
AL03657,18,Eletromecânica,Noturno,Presencial,Gaspar,3323,9.3,86.2,6.7,30,55,7.2,8.4,Não,Sim,Não,6,4.8,Não,Não
AL03658,23,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,6043,8.6,85,3.4,44,100,6.4,11.8,Sim,Sim,Não,9,6.6,Sim,Não
AL03659,31,Eletromecânica,Noturno,Híbrido,Blumenau,5901,7.4,90.1,6.7,27,79.4,7.1,6.5,Sim,Sim,Não,7,7.1,Sim,Não
AL03660,29,Eletromecânica,Noturno,Presencial,Pomerode,1469,7.6,86.3,8.7,32,65.5,7.5,19.7,Sim,Sim,Não,6,7.2,Sim,Não
AL03661,22,Eletromecânica,Matutino,Presencial,Gaspar,2008,8.5,93.8,7.5,42,100,6.9,12.1,Não,Sim,Sim,7,6.9,Sim,Não
AL03662,22,Eletromecânica,Matutino,Híbrido,Indaial,1429,18.4,96.1,7.7,41,100,5.7,15.4,Sim,Sim,Não,8,8.2,Sim,Não
AL03663,27,Desenvolvimento de Sistemas,Noturno,Híbrido,Blumenau,6292,9.8,60.7,6.6,27,86.3,7.6,7.5,Sim,Sim,Não,8,5.1,Não,Sim
AL03664,26,Automação Industrial,Noturno,Presencial,Gaspar,3676,7.5,86.5,6.4,52,85.4,5.1,3,Sim,Sim,Não,8,5.1,Não,Não
AL03665,19,Eletromecânica,Noturno,Presencial,Brusque,1696,3.9,92.1,7.8,33,94.6,6.9,3.1,Não,Não,Não,6,8.7,Sim,Não
AL03666,20,Eletromecânica,Noturno,Presencial,Indaial,2387,13.8,93.7,7.4,42,82.4,7.6,12,Não,Não,Não,6,7.1,Sim,Não
AL03667,23,Eletromecânica,Noturno,Presencial,Timbó,3008,0.1,76.1,4.3,11,82.4,5.9,28.3,Sim,Sim,Sim,5,5.9,Não,Não
AL03668,17,Eletromecânica,Matutino,Presencial,Timbó,5529,12.3,69.7,6.1,57,95.4,6.1,2.4,Sim,Não,Não,9,9,Não,Não
AL03669,30,Automação Industrial,Noturno,Presencial,Gaspar,3404,1.2,63.5,6.4,28,85.3,7.4,6.9,Sim,Sim,Não,7,4.5,Não,Não
AL03670,27,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,1066,6.2,84.7,8.9,32,100,7,3.7,Sim,Sim,Não,6,8,Sim,Não
AL03671,31,Automação Industrial,Noturno,Presencial,Brusque,2318,5.6,79.3,3.2,25,100,6.6,6.3,Não,Não,Não,6,4.7,Não,Não
AL03672,22,Automação Industrial,Matutino,Híbrido,Brusque,3975,2.6,72.1,7.1,39,55.8,4.4,1.9,Sim,Sim,Não,7,6.7,Não,Não
AL03673,26,Automação Industrial,Matutino,Presencial,Gaspar,2886,4.8,83.8,5.2,25,83.4,6.5,9.5,Sim,Sim,Não,7,5.8,Não,Não
AL03674,23,Eletromecânica,Matutino,Presencial,Brusque,3501,9.3,94.1,8.2,22,71.6,6.4,8.1,Sim,Não,Não,4,7.2,Sim,Não
AL03675,24,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,1658,9.1,69.5,7.3,41,100,7.4,5.6,Sim,Não,Não,5,8,Não,Não
AL03676,27,Desenvolvimento de Sistemas,Noturno,Híbrido,Indaial,7675,3.5,100,8.5,12,55.8,7.3,8.9,Sim,Sim,Sim,6,6.9,Sim,Não
AL03677,27,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2343,5.5,93.5,5.8,33,54.5,5,2.4,Sim,Não,Não,7,5.1,Não,Não
AL03678,35,Administração,Matutino,Presencial,Timbó,1212,9.3,89.2,8.5,31,67.2,6.1,11.3,Não,Sim,Sim,7,6.5,Sim,Não
AL03679,21,Administração,Noturno,Presencial,Pomerode,2549,10.7,89.2,4.7,62,82.4,8,18.6,Sim,Sim,Sim,8,7.1,Sim,Não
AL03680,28,Eletromecânica,Matutino,Híbrido,Indaial,4434,15.1,84.4,6.6,55,90.8,8.7,1.7,Sim,Não,Não,6,8.2,Sim,Não
AL03681,24,Eletromecânica,Matutino,Presencial,Indaial,1920,6.5,92.3,4.6,38,99.6,7.6,10.9,Não,Sim,Não,6,7.1,Sim,Não
AL03682,25,Eletromecânica,Matutino,Híbrido,Brusque,6604,6.3,82.9,6.3,21,96.2,7.5,10.1,Sim,Sim,Não,8,6.9,Sim,Sim
AL03683,27,Eletromecânica,noturno ,Híbrido,Gaspar,3204,11.6,71.7,4.6,57,75.6,7.5,11.6,Sim,Não,Não,6,5.8,Não,Não
AL03684,21,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,2568,11,100,9.6,36,100,7.3,8.5,Sim,Sim,Não,6,8.9,Sim,Não
AL03685,25,Desenvolvimento de Sistemas,Matutino,Hibrido,Timbó,3189,14,54.3,7.4,31,98.2,7.1,6.3,Sim,Sim,Não,9,6.9,Não,Não
AL03686,40,Eletromecânica,Noturno,Presencial,Timbó,4933,11.1,85.5,5.8,41,99.4,7.9,14.5,Sim,Não,Não,6,7.3,Sim,Não
AL03687,16,Automação Industrial,Noturno,Híbrido,Indaial,3790,7.4,88.2,6.9,38,71.9,6.4,3.3,Sim,Não,Sim,8,5.6,Não,Não
AL03688,16,Administração,Noturno,Presencial,Timbó,4779,12.8,79,5.6,35,70.5,6.4,14,Sim,Não,Não,6,5.1,Não,Sim
AL03689,26,Automação Industrial,Matutino,Presencial,Timbó,14000,12.4,92.3,7.8,45,88.9,6.5,10.5,Sim,Sim,Não,6,7.8,Sim,Sim
AL03690,40,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2036,10,70.9,,25,93,5.5,20.9,Não,Não,Não,10,7.3,Não,Não
AL03691,30,Automação Industrial,Matutino,Presencial,Brusque,2064,2.7,69.3,7.7,37,91.3,6.4,4.7,Sim,Sim,Não,8,6.1,Não,Não
AL03692,33,Administração,Matutino,Presencial,Gaspar,3188,7.4,100,5.7,17,87.4,6,13.5,Sim,Sim,Não,10,6.7,Sim,Não
AL03693,19,Administração,Noturno,Presencial,Pomerode,3479,9.4,87.1,7.2,53,65.3,6.6,8.9,Sim,Não,Sim,7,6.6,Sim,Não
AL03694,30,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,3644,10.2,79.4,8.1,46,100,7.5,4.9,Sim,Não,Não,4,6.6,Sim,Não
AL03695,16,Desenvolvimento de Sistemas,Noturno,Híbrido,Pomerode,5600,13.2,75.9,4.9,40,100,7.8,9.7,Não,Sim,Sim,9,5.1,Não,Não
AL03696,23,Automação Industrial,Noturno,Presencial,Gaspar,5599,7.7,81.1,5.3,32,67,5.3,8.5,Sim,Sim,Não,7,7.2,Sim,Não
AL03697,31,Automação Industrial,Noturno,Presencial,Gaspar,5014,8.4,82.4,7.4,17,100,5,28.3,Sim,Sim,Sim,7,7,Sim,Não
AL03698,30,Eletromecânica,Matutino,Presencial,Gaspar,900,5.8,90.8,6.3,41,96.6,5.9,16.6,Sim,Sim,Não,10,6.9,Sim,Não
AL03699,21,Administração,Matutino,Presencial,Gaspar,3414,5.8,79.7,6.4,28,61.9,5.9,14.3,Sim,Sim,Não,7,5.5,Não,Não
AL03700,23,Administração,Matutino,Presencial,Timbó,1992,12.5,79.5,7.1,61,76.8,6.6,15,Sim,Sim,Não,7,6.9,Sim,Não
AL03701,16,Administração,Noturno,Presencial,Brusque,4638,6.2,90.5,5.9,16,85.6,7.2,18.9,Sim,Não,Sim,10,8.1,Sim,Não
AL03702,40,Administração,Noturno,Presencial,Gaspar,3411,7.5,94.1,3.3,26,74.4,7.3,5.3,Sim,Sim,Não,6,4.8,Não,Não
AL03703,16,Administração,Noturno,Presencial,Indaial,2752,5,96.8,5.2,46,79.1,6.2,3.7,Sim,Sim,Não,3,5.5,Não,Sim
AL03704,24,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,4399,5,89.8,6.2,14,54.6,5.6,21,Sim,Sim,Sim,6,5.4,Não,Não
AL03705,27,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,1960,6.5,82.9,7.4,26,78.7,5.4,4.4,Sim,Sim,Não,6,7,Sim,Não
AL03706,35,Eletromecânica,Noturno,Presencial,Gaspar,1227,3.3,95.8,5.4,20,54.3,4.8,17.4,Sim,Sim,Não,7,5.2,Não,Não
AL03707,16,Eletromecânica,Noturno,Presencial,Blumenau,3072,11.2,80.4,7,34,97,7.7,2.2,Sim,Não,Não,5,7.4,Sim,Não
AL03708,40,Automação Industrial,Noturno,Presencial,Brusque,4547,6.3,79,4.7,28,75.7,5.6,3.9,Sim,Sim,Sim,9,4.7,Não,Sim
AL03709,34,Automação Industrial,Matutino,Presencial,Blumenau,2640,10.7,72.5,5.8,24,100,5.4,8.2,Sim,Sim,Sim,10,7.7,Não,Não
AL03710,18,Automação Industrial,Matutino,Presencial,Brusque,1602,10.1,70.4,5.8,22,100,7.6,16.8,Sim,Não,Não,6,6.6,Não,Não
AL03711,21,Eletromecânica,Noturno,Presencial,Blumenau,2626,8.3,85.2,6.8,48,87,6.5,11.1,Sim,Não,Não,7,6.6,Sim,Não
AL03712,23,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,3051,7.8,69.7,6.1,34,73.1,5.4,8.6,Sim,Não,Não,9,6.3,Não,Não
AL03713,32,Eletromecânica,Matutino,Presencial,Timbó,2847,18.2,74.8,7.5,40,100,9.7,1.7,Sim,Não,Não,10,7.2,Não,Não
AL03714,16,Automação Industrial,Noturno,Presencial,Indaial,5328,13.3,97.5,5.4,42,91.3,8.9,2.7,Sim,Não,Sim,6,7.4,Sim,Não
AL03715,22,Administração,Noturno,Híbrido,Brusque,6199,10.9,100,6.5,42,100,6,5.7,Não,Não,Sim,8,7.3,Sim,Não
AL03716,28,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,3466,7.9,91.4,6.7,30,73,7.5,22.4,Sim,Sim,Não,7,5.5,Não,Não
AL03717,35,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,3678,11.4,78.9,5.3,42,100,5.6,3.1,Sim,Não,Não,7,6.6,Sim,Não
AL03718,25,Eletromecânica,Matutino,Presencial,Blumenau,2004,10.4,64.4,5.9,34,100,5.8,5.8,Não,Sim,Não,7,6.7,Não,Sim
AL03719,18,Eletromecânica,Matutino,Híbrido,Timbó,11669,9,98.1,6.3,28,80.2,5.6,5.4,Sim,Sim,Sim,6,7.2,Sim,Não
AL03720,23,Administração,Matutino,Presencial,Indaial,3745,0.8,86.9,6.7,43,87.6,6.7,4.5,Sim,Sim,Não,8,4.7,Não,Não
AL03721,26,Eletromecânica,Noturno,Presencial,Pomerode,4214,14.3,63.7,9.8,46,96.2,5.8,2.2,Sim,Sim,Não,5,8.7,Não,Não
AL03722,26,Automação Industrial,Noturno,Presencial,Blumenau,2583,2.7,92.5,5.3,16,70.9,7.3,4.7,Sim,Sim,Não,6,5.7,Não,Não
AL03723,30,Eletromecânica,Matutino,Presencial,Blumenau,2271,12.2,83.1,6.8,40,82.6,6.7,5.5,Sim,Não,Não,6,7.5,Sim,Sim
AL03724,21,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,2181,4.9,83.6,7,15,78.1,4.8,8.6,Sim,Sim,Não,4,7.6,Sim,Sim
AL03725,21,Desenvolvimento de Sistemas,Matutino,Híbrido,Gaspar,2135,5.5,77.8,5.3,43,96.9,4.9,8.9,Sim,Sim,Sim,8,7.3,Sim,Não
AL03726,29,Automação Industrial,Matutino,Presencial,Timbó,3838,9.9,82.8,4.5,24,83.8,6.7,4.6,Sim,Sim,Não,9,6.1,Sim,Sim
AL03727,49,Automação Industrial,Matutino,Presencial,Gaspar,3173,8.2,78.6,7,3,80.7,7,3.4,Sim,Sim,Não,9,6.2,Sim,Não
AL03728,20,Automação Industrial,Noturno,Presencial,Pomerode,1056,12,92.4,9.3,32,100,5.9,6.1,Não,Sim,Sim,9,9.6,Sim,Não
AL03729,35,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,3298,7.5,84.1,5.5,39,88.9,7.3,5.2,Sim,Sim,Não,8,7,Sim,Não
AL03730,27,Automação Industrial,Noturno,Híbrido,Pomerode,5251,3.2,85.8,6.2,25,100,6.4,9.2,Sim,Sim,Sim,5,8.1,Sim,Não
AL03731,35,Eletromecânica,Matutino,Híbrido,Brusque,1526,10.2,70.4,8.7,18,97.2,5.5,6.3,Não,Não,Sim,4,5.8,Não,Não
AL03732,35,Eletromecânica,Matutino,Presencial,Pomerode,2016,3.4,87.8,6.4,25,78.5,5.6,14.2,Sim,Sim,Não,7,5,Não,Não
AL03733,28,Administração,Matutino,Presencial,Blumenau,2961,10.1,,8.5,33,98.8,6.1,7.6,Não,Não,Não,7,6.7,Sim,Sim
AL03734,16,Automação Industrial,Noturno,Presencial,Pomerode,1777,6.6,76.5,5.5,29,82,6.2,16.2,Sim,Sim,Não,7,5.8,Não,Não
AL03735,24,Automação Industrial,Noturno,Presencial,Pomerode,5273,5.4,68.9,6.1,39,61.6,7.1,1.6,Sim,Sim,Não,10,5.6,Não,Não
AL03736,29,Administração,Matutino,Presencial,Gaspar,4001,13.4,80.2,9.6,31,85.9,5.3,6.5,Sim,Sim,Sim,7,9.6,Sim,Não
AL03737,41,Eletromecânica,Noturno,Presencial,Indaial,1909,5.2,63.1,8.3,24,84.9,8,10.5,Sim,Sim,Não,7,7.3,Não,Não
AL03738,29,Eletromecânica,Noturno,Híbrido,Brusque,1968,11.2,84.9,6.3,51,80.9,8,22.4,Sim,Não,Não,8,7.5,Sim,Não
AL03739,31,Automação Industrial,Noturno,Presencial,Pomerode,2716,9.2,77.8,7.8,22,100,7.7,4.7,Sim,Não,Não,8,7.3,Sim,Não
AL03740,22,Administração,Noturno,Híbrido,Gaspar,906,8.5,75.6,6.4,20,66.9,6.7,8.1,Sim,Sim,Não,8,5.1,Não,Não
AL03741,41,Automação Industrial,Noturno,Presencial,Indaial,1336,6,73.9,8.3,19,72,6.9,3.5,Sim,Sim,Não,7,6.6,Não,Não
AL03742,29,Administração,Matutino,Presencial,Gaspar,1692,13.6,96.4,,34,100,5.8,4.1,Sim,Sim,Não,9,7.5,Sim,Não
AL03743,29,Automação Industrial,Matutino,Presencial,Brusque,3585,13.2,77.3,4,25,97.3,4.9,12,Sim,Sim,Sim,4,6.8,Sim,Sim
AL03744,16,Administração,Matutino,Presencial,Indaial,5782,9,77.5,5.6,38,100,7.5,6.4,Sim,Sim,Não,6,6.2,Sim,Não
AL03745,20,Eletromecânica,Noturno,Presencial,Blumenau,3971,10.8,80.7,6.9,33,83.5,6.2,4.3,Sim,Sim,Não,8,6.3,Sim,Não
AL03746,24,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2979,9.3,73.2,4.9,33,75.9,7,7.6,Sim,Sim,Não,8,5.8,Não,Não
AL03747,36,Eletromecânica,Matutino,Presencial,Timbó,1778,10.2,71.6,5.6,48,100,9.2,4.9,Sim,Não,Não,7,5.9,Não,Não
AL03748,21,Automação Industrial,Noturno,Presencial,Timbó,5600,18.4,79.3,5,50,82.9,5.2,16,Sim,Não,Não,9,5.9,Não,Não
AL03749,30,Eletromecânica,Matutino,Presencial,Gaspar,2662,1.9,83.9,9,32,96.6,7.3,2.9,Sim,Sim,Sim,7,6.7,Sim,Não
AL03750,36,Administração,Noturno,Presencial,Gaspar,1455,6.5,85.9,7.1,24,83.4,6.1,32.5,Sim,Sim,Sim,7,7.2,Sim,Sim
AL03751,31,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,1243,0.3,95.4,7.1,29,57.1,4.8,9.7,Sim,Sim,Não,9,5.8,Não,Não
AL03752,34,Administração,Noturno,Híbrido,Blumenau,1785,17.1,81.6,8.8,48,89.2,8.2,12.7,Sim,Não,Não,7,7.7,Sim,Não
AL03753,28,Eletromecânica,Matutino,Presencial,Brusque,2409,7.2,99.6,7,45,98.1,6.1,7.2,Não,Sim,Sim,9,6.5,Sim,Não
AL03754,19,Administração,Matutino,Híbrido,Gaspar,4175,4.2,82.9,9.8,43,100,6.2,10.8,Sim,Sim,Não,6,6.6,Sim,Sim
AL03755,16,Eletromecânica,Noturno,Presencial,Pomerode,3927,12.4,70.1,8.1,34,100,6.1,21.3,Sim,Não,Não,8,7.3,Não,Não
AL03756,32,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2697,10.9,80.9,6.6,41,92.4,6.1,2.2,Sim,Sim,Não,8,6.3,Sim,Não
AL03757,31,Administração,Matutino,Presencial,Blumenau,900,8.6,71.7,8.6,42,65.7,5.8,1.7,Sim,Sim,Não,5,5.5,Não,Não
AL03758,24,Administração,Matutino,Presencial,Indaial,9667,7.5,59,5.9,14,79.5,6.4,6.6,Sim,Não,Não,6,5.7,Não,Não
AL03759,34,Administração,Noturno,Presencial,Timbó,5196,6.4,96,5.3,27,94.5,6.6,8.1,Sim,Sim,Não,10,5.1,Não,Não
AL03760,31,Automação Industrial,Matutino,Presencial,Indaial,2243,6.8,85.8,8.7,31,53.6,5.7,7.4,Sim,Sim,Não,8,6.8,Sim,Sim
AL03761,18,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,3338,2.4,89.6,6.6,24,100,5.4,18.7,Sim,Não,Não,6,7.9,Sim,Não
AL03762,22,Administração,Matutino,Presencial,Gaspar,4810,7.5,94.7,4.3,28,76.6,9.3,3.7,Sim,Não,Não,6,4.7,Não,Não
AL03763,16,Automação Industrial,Matutino,Presencial,Indaial,2743,17.3,89.3,7.2,41,100,8.4,9,Sim,Não,Não,9,6.9,Sim,Não
AL03764,39,Administração,Matutino,Presencial,Blumenau,2377,13,90.4,7.3,62,100,6.9,3.3,Sim,Sim,Não,8,7.2,Sim,Não
AL03765,16,Automação Industrial,Matutino,Híbrido,Timbó,2765,10.4,97.9,5.3,48,93.7,7.6,4.6,Não,Não,Não,6,5.7,Não,Não
AL03766,16,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,1335,11.4,83.9,6,78,62,6,4.8,Sim,Não,Não,6,6.7,Sim,Não
AL03767,18,Administração,Noturno,Presencial,Brusque,3839,6.2,77.5,3.6,30,100,6.4,4.4,Sim,Sim,Não,6,7.4,Sim,Não
AL03768,16,Administração,Matutino,Presencial,Brusque,1927,2.5,78.7,8.1,27,78.5,5.4,6.2,Não,Sim,Não,7,5.7,Não,Não
AL03769,25,Eletromecânica,Noturno,Presencial,Indaial,3891,4.3,78,6.4,33,80,6.2,7.7,Sim,Sim,Não,10,4.7,Não,Não
AL03770,24,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,2910,16.5,77.8,5.9,44,100,4.9,5.6,Sim,Sim,Sim,10,7.6,Sim,Não
AL03771,16,Automação Industrial,Matutino,Presencial,Timbó,2962,11.4,100,5.2,53,100,6.9,7.9,Não,Não,Sim,9,7.7,Sim,Não
AL03772,16,Automação Industrial,Noturno,Presencial,Timbó,3469,4.8,98.3,7.2,31,84.7,9.5,27.7,Sim,Não,Não,9,6.1,Sim,Não
AL03773,29,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,1440,13.7,76.1,6.4,34,72,8,2.3,Sim,Não,Não,7,6.2,Sim,Não
AL03774,22,Automação Industrial,Matutino,Presencial,Timbó,2513,3,96.4,7.7,42,64.3,6.1,10.3,Sim,Sim,Não,5,5.8,Não,Sim
AL03775,27,Administração,Noturno,Presencial,Gaspar,6341,10.5,74.1,6.6,59,100,4.7,7.9,Sim,Sim,Sim,7,8.4,Não,Sim
AL03776,33,Administração,Noturno,Presencial,Gaspar,5029,3.9,97.3,7.5,40,88.2,6.2,7.2,Não,Sim,Não,9,6.8,Sim,Não
AL03777,25,Administração,Noturno,Híbrido,Blumenau,2514,6.4,74.9,5.1,54,94.4,4.6,7.6,Sim,Sim,Não,6,6.2,Não,Não
AL03778,38,Eletromecânica,Noturno,Presencial,Indaial,4826,7.7,74.9,6.3,30,78.1,7.3,2.5,Sim,Não,Não,7,7,Não,Não
AL03779,31,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,3091,9.8,84.6,8,36,91.2,5.4,11.9,Sim,Sim,Não,10,8.4,Sim,Não
AL03780,36,Eletromecânica,Matutino,Presencial,Timbó,2837,17.4,67.2,5.2,24,91.7,6.8,2.4,Sim,Sim,Não,8,5.6,Não,Sim
